Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Car_Age,Brand,Model
Maruti Swift Dzire VXI,Coimbatore,2014,57676,Petrol,Manual,First,19.1 kmpl,1197.0,85.8,5.0,0,6.69,10,Maruti,Swift
Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2012,41000,Petrol,Manual,First,16.47 kmpl,1198.0,73.9,5.0,0,3.1,12,Volkswagen,Polo
Maruti Omni 8 Seater BSII,Jaipur,2012,65000,Petrol,Manual,First,19.7 kmpl,796.0,35.0,8.0,0,1.55,12,Maruti,Omni
Hyundai Grand i10 1.2 Kappa Magna AT,Coimbatore,2019,12153,Petrol,Automatic,First,18.9 kmpl,1197.0,81.86,5.0,7.98 Lakh,6.84,5,Hyundai,Grand
Tata Nano Twist XT,Hyderabad,2014,16810,Petrol,Manual,First,25.4 kmpl,624.0,37.5,4.0,0,1.6,10,Tata,Nano
Audi A4 30 TFSI Premium Plus,Kochi,2017,61221,Petrol,Automatic,First,17.84 kmpl,1395.0,147.51,5.0,47.16 Lakh,21.73,7,Audi,A4
Volkswagen Polo 1.2 MPI Highline,Mumbai,2015,22000,Petrol,Manual,First,16.47 kmpl,1198.0,74.0,5.0,0,4.75,9,Volkswagen,Polo
Maruti Alto 800 LXI,Chennai,2015,63714,Petrol,Manual,First,22.74 kmpl,796.0,47.3,5.0,0,2.45,9,Maruti,Alto
Mini Cooper 5 DOOR D,Kochi,2019,14857,Diesel,Automatic,First,20.7 kmpl,1496.0,113.98,5.0,41.98 Lakh,31.55,5,Mini,Cooper
Audi A4 New 2.0 TDI Multitronic,Delhi,2012,69000,Diesel,Automatic,Second,15.2 kmpl,1968.0,140.8,5.0,0,10.25,12,Audi,A4
Ford Endeavour Titanium 4X2,Coimbatore,2019,14648,Diesel,Manual,First,12.62 kmpl,2198.0,158.0,7.0,35.29 Lakh,27.36,5,Ford,Endeavour
Ford Ecosport 1.5 Ti VCT MT Titanium,Hyderabad,2013,100000,Petrol,Manual,Second,15.8 kmpl,1499.0,110.0,5.0,0,6.5,11,Ford,Ecosport
Hyundai Grand i10 Magna,Jaipur,2016,22000,Petrol,Manual,First,18.9 kmpl,1197.0,82.0,5.0,0,4.25,8,Hyundai,Grand
Chevrolet Sail 1.2 LS,Mumbai,2014,10000,Petrol,Manual,First,18.2 kmpl,1199.0,82.4,5.0,0,5.5,10,Chevrolet,Sail
Maruti Swift Dzire LXI,Kolkata,2015,107000,Petrol,Manual,First,20.85 kmpl,1197.0,83.14,5.0,0,4.0,9,Maruti,Swift
Tata Zest Revotron 1.2T XM,Kochi,2017,48198,Petrol,Manual,First,17.57 kmpl,1193.0,88.7,5.0,7.63 Lakh,4.65,7,Tata,Zest
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Delhi,2015,15000,Diesel,Automatic,First,19.27 kmpl,2143.0,170.0,5.0,0,28.5,9,Mercedes-Benz,New
Chevrolet Cruze LTZ,Coimbatore,2014,80073,Diesel,Manual,First,17.3 kmpl,1998.0,163.7,5.0,0,7.11,10,Chevrolet,Cruze
Maruti Ritz VDi,Hyderabad,2013,85388,Diesel,Manual,First,21.1 kmpl,1248.0,73.9,5.0,0,3.9,11,Maruti,Ritz
Hyundai Grand i10 1.2 Kappa Sportz Option,Jaipur,2017,14700,Petrol,Manual,First,18.9 kmpl,1197.0,81.86,5.0,0,5.6,7,Hyundai,Grand
Maruti Dzire LDI,Pune,2012,150000,Diesel,Manual,Third,28.4 kmpl,1248.0,73.75,5.0,7.91 Lakh,2.25,12,Maruti,Dzire
Hyundai Verna 1.6 SX,Kolkata,2011,34994,Diesel,Manual,First,22.32 kmpl,1582.0,126.32,5.0,0,3.9,13,Hyundai,Verna
Jaguar XF Diesel,Coimbatore,2014,82536,Diesel,Automatic,First,14.74 kmpl,2993.0,270.9,5.0,0,28.63,10,Jaguar,XF
Skoda Superb Elegance 1.8 TSI AT,Delhi,2013,82000,Petrol,Automatic,First,13.7 kmpl,1798.0,157.75,5.0,0,7.25,11,Skoda,Superb
Maruti Wagon R LXI,Pune,2006,52000,Petrol,Manual,Second,18.9 kmpl,998.0,67.1,5.0,0,2.0,18,Maruti,Wagon
Volkswagen Polo Petrol Highline 1.2L,Mumbai,2011,20000,Petrol,Manual,First,16.47 kmpl,1198.0,73.9,5.0,0,3.5,13,Volkswagen,Polo
Honda Civic 2010-2013 1.8 S MT,Hyderabad,2011,55000,Petrol,Manual,First,14.8 kmpl,1799.0,130.2,5.0,0,5.0,13,Honda,Civic
Maruti Eeco CNG 5 Seater AC,Ahmedabad,2015,47001,CNG,Manual,First,20.0 km/kg,1196.0,63.0,5.0,5.36 Lakh,3.72,9,Maruti,Eeco
Maruti Wagon R VXI,Chennai,2014,52000,Petrol,Manual,First,22.5 kmpl,998.0,67.04,5.0,5.51 Lakh,3.45,10,Maruti,Wagon
Maruti Swift Dzire VDI,Kolkata,2013,43284,Diesel,Manual,First,23.4 kmpl,1248.0,74.0,5.0,0,4.5,11,Maruti,Swift
Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2018,23875,Petrol,Automatic,First,13.0 kmpl,1591.0,121.3,5.0,0,14.36,6,Hyundai,Creta
Hyundai Grand i10 Asta,Bangalore,2016,51866,Petrol,Manual,First,18.9 kmpl,1197.0,82.0,5.0,0,5.5,8,Hyundai,Grand
Nissan Micra Diesel XV Premium,Mumbai,2013,69000,Diesel,Manual,First,23.08 kmpl,1461.0,63.1,5.0,0,3.0,11,Nissan,Micra
Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,2017,62788,Petrol,Manual,First,18.9 kmpl,1197.0,81.86,5.0,8.1 Lakh,6.08,7,Hyundai,Grand
Volkswagen Vento Diesel Highline,Chennai,2013,150000,Diesel,Manual,First,20.54 kmpl,1598.0,103.6,5.0,0,5.0,11,Volkswagen,Vento
Toyota Fortuner 4x2 AT,Kochi,2015,47566,Diesel,Automatic,First,12.55 kmpl,2982.0,168.5,7.0,0,20.25,9,Toyota,Fortuner
Hyundai Santro GS zipDrive - Euro II,Chennai,2002,67000,Petrol,Manual,Third,0.0 kmpl,999.0,0.0,5.0,0,1.2,22,Hyundai,Santro
Toyota Innova Crysta 2.8 GX AT,Pune,2018,20300,Diesel,Automatic,First,11.36 kmpl,2755.0,171.5,7.0,20.97 Lakh,18.0,6,Toyota,Innova
Mercedes-Benz A Class A180 CDI,Pune,2015,48300,Diesel,Automatic,First,20.0 kmpl,2143.0,107.3,5.0,0,17.5,9,Mercedes-Benz,A
Hyundai EON D Lite,Pune,2013,30000,Petrol,Manual,First,21.1 kmpl,814.0,55.2,5.0,0,2.1,11,Hyundai,EON
Hyundai Elantra CRDi SX,Bangalore,2012,36000,Diesel,Manual,Second,22.7 kmpl,1582.0,126.24,5.0,0,7.5,12,Hyundai,Elantra
Mini Cooper 3 DOOR D,Kochi,2015,27641,Diesel,Automatic,Second,20.7 kmpl,1496.0,113.98,4.0,34.89 Lakh,24.77,9,Mini,Cooper
Renault Duster 110PS Diesel RXZ Option,Bangalore,2015,60000,Diesel,Manual,First,19.64 kmpl,1461.0,108.45,5.0,0,8.65,9,Renault,Duster
Ford Endeavour 3.2 Titanium AT 4X4,Chennai,2019,9000,Diesel,Automatic,First,10.91 kmpl,3198.0,197.0,7.0,0,35.5,5,Ford,Endeavour
Toyota Corolla Altis GL MT,Delhi,2014,60750,Petrol,Manual,First,14.28 kmpl,1798.0,138.03,5.0,0,10.5,10,Toyota,Corolla
Mahindra XUV500 W7,Delhi,2018,9000,Diesel,Manual,First,14.0 kmpl,2179.0,155.0,7.0,16.4 Lakh,13.0,6,Mahindra,XUV500
BMW 7 Series 730Ld Design Pure Excellence CBU,Kolkata,2012,41100,Diesel,Automatic,First,16.77 kmpl,2993.0,261.49,5.0,1.66 Cr,26.5,12,BMW,7
Maruti Wagon R LX BSIII,Ahmedabad,2004,60000,Petrol,Manual,Second,17.3 kmpl,1061.0,64.0,5.0,0,1.4,20,Maruti,Wagon
Honda City i VTEC SV,Kochi,2017,38424,Petrol,Manual,First,17.8 kmpl,1497.0,117.3,5.0,0,7.51,7,Honda,City
Maruti Swift VDI,Delhi,2014,50000,Diesel,Manual,First,22.9 kmpl,1248.0,74.0,5.0,0,4.3,10,Maruti,Swift
Honda City i-VTEC CVT VX,Mumbai,2015,19000,Petrol,Automatic,First,18.0 kmpl,1497.0,117.3,5.0,15.29 Lakh,8.95,9,Honda,City
Maruti Ertiga VDI,Kochi,2015,58734,Diesel,Manual,First,20.77 kmpl,1248.0,88.76,7.0,0,6.91,9,Maruti,Ertiga
Renault Duster 110PS Diesel RxZ,Coimbatore,2016,65257,Diesel,Manual,First,19.01 kmpl,1461.0,108.45,5.0,0,9.75,8,Renault,Duster
Maruti Swift Dzire VDi,Jaipur,2010,130000,Diesel,Manual,Second,19.3 kmpl,1248.0,73.9,5.0,0,4.0,14,Maruti,Swift
Maruti Ritz VDi,Hyderabad,2011,79000,Diesel,Manual,First,23.2 kmpl,1248.0,73.94,5.0,0,3.65,13,Maruti,Ritz
Mahindra XUV500 W8 4WD,Chennai,2013,78000,Diesel,Manual,First,15.1 kmpl,2179.0,140.0,7.0,0,10.75,11,Mahindra,XUV500
Honda Brio S MT,Kochi,2015,49133,Petrol,Manual,First,19.4 kmpl,1198.0,86.8,5.0,0,4.51,9,Honda,Brio
Mercedes-Benz M-Class ML 350 4Matic,Coimbatore,2016,22769,Diesel,Automatic,First,0.0 kmpl,2987.0,165.0,5.0,0,49.22,8,Mercedes-Benz,M-Class
Tata Manza Club Class Quadrajet90 LS,Coimbatore,2014,54448,Diesel,Manual,First,21.02 kmpl,1248.0,88.8,5.0,0,3.7,10,Tata,Manza
Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,2014,158793,Diesel,Manual,First,12.8 kmpl,2494.0,102.0,7.0,0,12.99,10,Toyota,Innova
Maruti Swift VXI,Delhi,2015,62088,Petrol,Manual,First,18.6 kmpl,1197.0,85.8,5.0,0,4.15,9,Maruti,Swift
Hyundai Verna 1.6 EX VTVT,Kolkata,2012,14800,Petrol,Manual,First,17.01 kmpl,1591.0,121.3,5.0,0,4.4,12,Hyundai,Verna
Honda Mobilio S i VTEC,Kolkata,2015,26000,Petrol,Manual,First,17.3 kmpl,1497.0,117.3,7.0,0,4.25,9,Honda,Mobilio
Honda Amaze S i-Vtech,Mumbai,2017,32005,Petrol,Manual,First,18.0 kmpl,1198.0,86.7,5.0,0,4.25,7,Honda,Amaze
Honda City i-VTEC CVT VX,Jaipur,2017,35000,Petrol,Automatic,First,18.0 kmpl,1497.0,117.3,5.0,14.67 Lakh,7.7,7,Honda,City
Land Rover Range Rover 2.2L Dynamic,Pune,2015,52000,Diesel,Automatic,First,12.7 kmpl,2179.0,187.7,5.0,0,39.75,9,Land,Rover
Honda City i-VTEC V,Mumbai,2017,11000,Petrol,Manual,First,17.4 kmpl,1497.0,117.3,5.0,12.57 Lakh,8.5,7,Honda,City
Mercedes-Benz E-Class 280 Elegance,Jaipur,2008,62000,Petrol,Automatic,First,9.5 kmpl,2997.0,231.1,5.0,0,7.0,16,Mercedes-Benz,E-Class
Ford Ikon 1.3 Flair,Chennai,2002,65134,Petrol,Manual,Third,13.8 kmpl,1299.0,70.0,5.0,0,0.8,22,Ford,Ikon
Toyota Fortuner 4x2 Manual,Delhi,2013,71000,Diesel,Manual,First,13.0 kmpl,2982.0,168.5,7.0,0,15.25,11,Toyota,Fortuner
Maruti A-Star Vxi,Hyderabad,2008,51366,Petrol,Manual,First,19.0 kmpl,998.0,66.1,5.0,0,2.25,16,Maruti,A-Star
Tata Sumo EX,Kolkata,2016,46300,Diesel,Manual,First,14.07 kmpl,1948.0,83.1,7.0,0,4.85,8,Tata,Sumo
Honda City V AT,Coimbatore,2012,60908,Petrol,Automatic,Second,15.6 kmpl,1497.0,116.3,5.0,0,6.42,12,Honda,City
Nissan Micra XV D,Chennai,2012,93450,Diesel,Manual,Second,23.19 kmpl,1461.0,63.12,5.0,9.48 Lakh,2.5,12,Nissan,Micra
Hyundai Verna SX CRDi AT,Hyderabad,2011,104000,Diesel,Automatic,First,19.08 kmpl,1582.0,126.32,5.0,0,5.75,13,Hyundai,Verna
Maruti 800 Std,Pune,2003,52000,Petrol,Manual,First,16.1 kmpl,796.0,37.0,4.0,0,0.5,21,Maruti,800
Mahindra XUV500 W8 4WD,Coimbatore,2015,42999,Diesel,Manual,First,15.1 kmpl,2179.0,140.0,7.0,0,11.52,9,Mahindra,XUV500
Maruti SX4 VDI,Delhi,2014,90000,Diesel,Manual,First,21.5 kmpl,1248.0,88.8,5.0,0,4.5,10,Maruti,SX4
Hyundai i20 Sportz AT 1.4,Bangalore,2013,72000,Petrol,Automatic,First,15.0 kmpl,1396.0,98.6,5.0,0,4.75,11,Hyundai,i20
Hyundai Creta 1.6 CRDi SX,Coimbatore,2019,54321,Diesel,Manual,First,19.67 kmpl,1582.0,126.2,5.0,0,13.54,5,Hyundai,Creta
Mercedes-Benz E-Class E250 CDI Avantgrade,Kochi,2015,59630,Diesel,Automatic,First,13.0 kmpl,2143.0,201.1,5.0,0,23.41,9,Mercedes-Benz,E-Class
Toyota Fortuner 4x2 AT,Hyderabad,2013,116000,Diesel,Automatic,Second,12.55 kmpl,2982.0,168.5,7.0,0,19.25,11,Toyota,Fortuner
Volvo S60 D4 KINETIC,Ahmedabad,2015,34000,Diesel,Automatic,First,9.0 kmpl,1984.0,181.0,5.0,0,20.0,9,Volvo,S60
Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Delhi,2011,70000,Diesel,Automatic,First,14.21 kmpl,2143.0,203.0,5.0,0,13.0,13,Mercedes-Benz,E-Class
Honda Accord 2.4 Elegance M/T,Chennai,2010,80000,Petrol,Manual,First,10.2 kmpl,2354.0,180.0,5.0,0,3.99,14,Honda,Accord
Honda Amaze S i-Dtech,Pune,2015,110000,Diesel,Manual,First,25.8 kmpl,1498.0,98.6,5.0,0,4.65,9,Honda,Amaze
Maruti Dzire ZDI,Ahmedabad,2013,56454,Diesel,Manual,First,28.4 kmpl,1248.0,73.75,5.0,8.95 Lakh,4.65,11,Maruti,Dzire
Maruti Swift LXI,Kolkata,2013,60000,Petrol,Manual,First,18.6 kmpl,1197.0,85.8,5.0,0,3.15,11,Maruti,Swift
Toyota Corolla Altis G HV AT,Delhi,2013,56000,Petrol,Automatic,First,14.53 kmpl,1798.0,138.1,5.0,0,8.25,11,Toyota,Corolla
Land Rover Range Rover Vogue SE 4.4 SDV8,Bangalore,2012,63000,Diesel,Automatic,Second,11.49 kmpl,4367.0,335.3,5.0,0,65.0,12,Land,Rover
Maruti Swift VDI,Chennai,2012,63000,Diesel,Manual,First,22.9 kmpl,1248.0,74.0,5.0,0,4.5,12,Maruti,Swift
Jeep Compass 2.0 Limited Option 4X4,Kolkata,2017,15050,Diesel,Manual,First,16.3 kmpl,1956.0,170.0,5.0,23.19 Lakh,17.5,7,Jeep,Compass
Maruti Swift VXI BSIV,Mumbai,2016,29401,Petrol,Manual,First,20.4 kmpl,1197.0,81.8,5.0,0,4.31,8,Maruti,Swift
Honda Jazz 1.2 SV i VTEC,Kochi,2016,25238,Petrol,Manual,First,18.7 kmpl,1199.0,88.7,5.0,0,6.2,8,Honda,Jazz
Toyota Etios GD,Chennai,2011,79000,Diesel,Manual,First,23.59 kmpl,1364.0,0.0,5.0,0,4.67,13,Toyota,Etios
Volkswagen Polo Petrol Trendline 1.2L,Kochi,2011,58752,Petrol,Manual,First,16.47 kmpl,1198.0,73.9,5.0,0,3.32,13,Volkswagen,Polo
Honda Civic 2006-2010 1.8 V AT,Delhi,2011,62000,Petrol,Automatic,First,12.9 kmpl,1799.0,130.0,5.0,0,3.75,13,Honda,Civic
Toyota Etios G SP,Bangalore,2013,132000,Petrol,Manual,First,16.78 kmpl,1496.0,88.73,5.0,0,4.7,11,Toyota,Etios
Hyundai Verna 1.6 SX VTVT,Chennai,2016,51000,Petrol,Manual,First,17.01 kmpl,1591.0,121.3,5.0,0,6.5,8,Hyundai,Verna
Toyota Innova 2.5 G4 Diesel 8-seater,Hyderabad,2009,185200,Diesel,Manual,First,12.8 kmpl,2494.0,102.0,8.0,0,7.25,15,Toyota,Innova
Maruti SX4 S Cross DDiS 320 Zeta,Coimbatore,2016,61717,Diesel,Manual,First,22.7 kmpl,1598.0,118.0,5.0,0,8.94,8,Maruti,SX4
Ford Freestyle Titanium Plus Petrol,Kolkata,2018,8896,Petrol,Manual,First,19.0 kmpl,1194.0,94.68,5.0,8.24 Lakh,7.34,6,Ford,Freestyle
Maruti Baleno Alpha 1.2,Delhi,2016,17000,Petrol,Manual,First,21.4 kmpl,1197.0,83.1,5.0,0,6.9,8,Maruti,Baleno
Honda Jazz V,Mumbai,2016,31378,Petrol,Manual,First,18.2 kmpl,1199.0,88.7,5.0,8.71 Lakh,5.9,8,Honda,Jazz
Hyundai Verna 1.6 CRDi EX AT,Pune,2013,114000,Diesel,Automatic,First,22.32 kmpl,1582.0,126.3,5.0,0,6.75,11,Hyundai,Verna
Honda Amaze VX i-DTEC,Ahmedabad,2014,81000,Diesel,Manual,First,25.8 kmpl,1498.0,98.6,5.0,0,4.1,10,Honda,Amaze
Audi Q3 30 TDI Premium FWD,Mumbai,2017,31000,Diesel,Automatic,First,18.51 kmpl,1968.0,147.51,5.0,44.75 Lakh,27.0,7,Audi,Q3
Skoda Rapid 2013-2016 1.6 MPI Ambition,Mumbai,2014,35000,Petrol,Manual,First,15.0 kmpl,1598.0,103.52,5.0,0,4.5,10,Skoda,Rapid
Audi A4 2.0 TDI 177 Bhp Premium Plus,Kolkata,2013,60001,Diesel,Automatic,First,17.11 kmpl,1968.0,174.33,5.0,0,14.5,11,Audi,A4
Maruti Swift Dzire VDI,Jaipur,2014,75074,Diesel,Manual,First,23.4 kmpl,1248.0,74.0,5.0,0,5.25,10,Maruti,Swift
Tata Indica Vista Quadrajet LS,Kolkata,2012,80000,Diesel,Manual,Second,22.3 kmpl,1248.0,74.0,5.0,0,1.2,12,Tata,Indica
Toyota Innova 2.5 G (Diesel) 8 Seater,Jaipur,2006,147350,Diesel,Manual,Second,12.99 kmpl,2494.0,100.6,8.0,0,4.95,18,Toyota,Innova
Renault Duster 110PS Diesel RxZ Plus,Hyderabad,2013,60000,Diesel,Manual,First,19.64 kmpl,1461.0,108.45,5.0,0,7.5,11,Renault,Duster
Mercedes-Benz E-Class E400 Cabriolet,Kolkata,2015,7501,Petrol,Automatic,First,10.0 kmpl,2996.0,333.0,4.0,87.57 Lakh,48.0,9,Mercedes-Benz,E-Class
Honda Amaze S i-Dtech,Delhi,2015,58000,Diesel,Manual,First,25.8 kmpl,1498.0,98.6,5.0,0,4.45,9,Honda,Amaze
Mercedes-Benz GLE 350d,Coimbatore,2018,29277,Diesel,Automatic,First,11.57 kmpl,2987.0,254.79,5.0,95.13 Lakh,59.65,6,Mercedes-Benz,GLE
Maruti Ritz VDi,Kochi,2015,57034,Diesel,Manual,First,23.2 kmpl,1248.0,73.94,5.0,0,4.38,9,Maruti,Ritz
Maruti Ciaz ZDi Plus SHVS,Kochi,2016,40810,Diesel,Manual,First,28.09 kmpl,1248.0,88.5,5.0,0,7.9,8,Maruti,Ciaz
Hyundai Santro Xing GL,Bangalore,2008,35268,Petrol,Manual,Second,0.0 kmpl,1086.0,62.0,5.0,0,1.88,16,Hyundai,Santro
BMW 5 Series 520d Sedan,Mumbai,2008,81000,Diesel,Automatic,Second,18.48 kmpl,0.0,0.0,0.0,0,10.5,16,BMW,5
Maruti Baleno Delta CVT,Coimbatore,2018,34630,Petrol,Automatic,First,21.4 kmpl,1197.0,83.1,5.0,8.57 Lakh,7.29,6,Maruti,Baleno
Ford Fiesta Diesel Titanium Plus,Hyderabad,2012,45122,Diesel,Manual,First,23.5 kmpl,1498.0,88.7,5.0,0,6.0,12,Ford,Fiesta
Mahindra XUV500 W8 2WD,Chennai,2011,126000,Diesel,Manual,Third,16.0 kmpl,2179.0,140.0,7.0,0,6.7,13,Mahindra,XUV500
Maruti Alto LXi,Jaipur,2009,63000,Petrol,Manual,First,19.7 kmpl,796.0,46.3,5.0,0,1.5,15,Maruti,Alto
Mini Cooper 3 DOOR D,Kochi,2016,32298,Diesel,Automatic,First,20.7 kmpl,1496.0,113.98,4.0,35 Lakh,23.8,8,Mini,Cooper
Mahindra XUV500 W8 4WD,Kochi,2014,63288,Diesel,Manual,First,15.1 kmpl,2179.0,140.0,7.0,0,7.77,10,Mahindra,XUV500
Hyundai Santro Xing GLS,Coimbatore,2012,43337,Petrol,Manual,First,17.92 kmpl,1086.0,62.1,5.0,0,3.32,12,Hyundai,Santro
Maruti Swift VDI,Kochi,2015,46561,Diesel,Manual,First,22.9 kmpl,1248.0,74.0,5.0,0,4.94,9,Maruti,Swift
Mercedes-Benz A Class A180 CDI,Delhi,2013,34000,Diesel,Automatic,Second,20.0 kmpl,2143.0,107.3,5.0,0,11.0,11,Mercedes-Benz,A
Renault KWID RXT,Hyderabad,2016,48000,Petrol,Manual,First,25.17 kmpl,799.0,53.3,5.0,0,3.4,8,Renault,KWID
Maruti Swift VDI,Kochi,2013,56263,Diesel,Manual,First,22.9 kmpl,1248.0,74.0,5.0,0,4.17,11,Maruti,Swift
Maruti Zen LXI,Hyderabad,2005,84060,Petrol,Manual,Second,17.3 kmpl,993.0,60.0,5.0,0,1.25,19,Maruti,Zen
Hyundai Grand i10 Magna AT,Mumbai,2016,9000,Petrol,Automatic,First,18.9 kmpl,1197.0,82.0,5.0,0,5.45,8,Hyundai,Grand
Tata Manza Aura Quadrajet BS IV,Jaipur,2012,79000,Diesel,Manual,First,21.12 kmpl,1248.0,88.8,5.0,0,2.59,12,Tata,Manza
Mahindra XUV500 W10 AWD,Pune,2015,87900,Diesel,Manual,First,16.0 kmpl,2179.0,140.0,7.0,0,12.01,9,Mahindra,XUV500
Maruti Swift Dzire 1.2 Vxi BSIV,Delhi,2010,72425,Petrol,Manual,Second,17.5 kmpl,1197.0,85.8,5.0,0,2.45,14,Maruti,Swift
Audi Q3 35 TDI Quattro Premium Plus,Bangalore,2015,38000,Diesel,Automatic,First,15.73 kmpl,1968.0,174.33,5.0,0,29.0,9,Audi,Q3
Ford Fiesta 1.4 SXi TDCi,Hyderabad,2008,83000,Diesel,Manual,Second,17.8 kmpl,1399.0,0.0,5.0,0,2.4,16,Ford,Fiesta
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Hyderabad,2010,107000,Diesel,Automatic,First,14.84 kmpl,2143.0,170.0,5.0,0,11.99,14,Mercedes-Benz,New
Honda City i VTEC CVT VX,Delhi,2015,51000,Petrol,Automatic,First,18.0 kmpl,1497.0,117.3,5.0,0,7.9,9,Honda,City
Toyota Innova 2.5 GX 7 STR,Pune,2010,140000,Diesel,Manual,Third,12.8 kmpl,2494.0,102.0,7.0,0,6.25,14,Toyota,Innova
Chevrolet Beat LT,Pune,2011,48000,Petrol,Manual,Second,18.6 kmpl,1199.0,79.4,5.0,0,1.8,13,Chevrolet,Beat
Maruti Wagon R LXI CNG,Delhi,2013,62000,CNG,Manual,First,26.6 km/kg,998.0,58.16,5.0,0,2.8,11,Maruti,Wagon
Honda Jazz 1.2 S i VTEC,Mumbai,2015,31000,Petrol,Manual,First,18.7 kmpl,1199.0,88.7,5.0,0,4.9,9,Honda,Jazz
Nissan Micra XL Primo,Jaipur,2010,75055,Petrol,Manual,First,18.06 kmpl,1198.0,75.0,5.0,0,2.25,14,Nissan,Micra
Maruti Ciaz AT ZXi,Coimbatore,2017,51210,Petrol,Automatic,First,19.12 kmpl,1373.0,91.1,5.0,0,8.89,7,Maruti,Ciaz
Toyota Fortuner 4x2 AT,Mumbai,2012,87000,Diesel,Automatic,First,12.55 kmpl,2982.0,168.5,7.0,0,15.0,12,Toyota,Fortuner
Ford Aspire Ambiente Diesel,Kolkata,2018,17000,Diesel,Manual,First,26.1 kmpl,1498.0,99.0,5.0,7.56 Lakh,5.65,6,Ford,Aspire
Maruti Ertiga ZDI,Jaipur,2014,57000,Diesel,Manual,First,20.77 kmpl,1248.0,88.8,7.0,0,7.0,10,Maruti,Ertiga
Maruti Alto 800 LXI,Hyderabad,2016,9370,Petrol,Manual,First,22.74 kmpl,796.0,47.3,5.0,0,2.95,8,Maruti,Alto
Honda Brio V MT,Chennai,2013,53226,Petrol,Manual,First,19.4 kmpl,1198.0,86.8,5.0,0,3.3,11,Honda,Brio
Hyundai Verna Transform CRDi VGT SX ABS,Hyderabad,2010,120000,Diesel,Manual,Second,16.2 kmpl,1493.0,110.0,5.0,0,3.5,14,Hyundai,Verna
Honda City 1.5 GXI,Jaipur,2007,75055,Petrol,Manual,First,12.8 kmpl,1493.0,100.0,5.0,0,2.3,17,Honda,City
Hyundai Creta 1.6 CRDi SX,Coimbatore,2017,37247,Diesel,Manual,First,19.67 kmpl,1582.0,126.2,5.0,0,13.69,7,Hyundai,Creta
Toyota Etios Liva GD,Delhi,2013,64000,Diesel,Manual,First,23.59 kmpl,1364.0,67.06,5.0,0,3.1,11,Toyota,Etios
Hyundai Sonata Transform 2.4 GDi MT,Mumbai,2014,12000,Petrol,Manual,First,13.44 kmpl,2359.0,198.25,5.0,0,12.75,10,Hyundai,Sonata
Hyundai Creta 1.6 CRDi SX Option,Pune,2017,40158,Diesel,Manual,First,19.67 kmpl,1582.0,126.2,5.0,0,13.75,7,Hyundai,Creta
Honda Jazz 1.2 SV i VTEC,Chennai,2017,11000,Petrol,Manual,First,18.7 kmpl,1199.0,88.7,5.0,0,6.75,7,Honda,Jazz
Volkswagen Vento Diesel Comfortline,Chennai,2014,70010,Diesel,Manual,First,20.54 kmpl,1598.0,103.6,5.0,0,5.25,10,Volkswagen,Vento
Mahindra XUV500 W6 2WD,Mumbai,2015,82000,Diesel,Manual,First,16.0 kmpl,2179.0,140.0,7.0,0,8.75,9,Mahindra,XUV500
Mahindra TUV 300 2015-2019 T8,Kochi,2017,57259,Diesel,Manual,First,18.49 kmpl,1493.0,100.0,7.0,0,8.87,7,Mahindra,TUV
Honda Accord 2001-2003 2.3 VTi L AT,Bangalore,2010,84000,Petrol,Automatic,Second,11.1 kmpl,2354.0,142.0,5.0,0,6.5,14,Honda,Accord
Maruti Ertiga VDI,Pune,2012,168000,Diesel,Manual,First,20.77 kmpl,1248.0,88.76,7.0,0,4.5,12,Maruti,Ertiga
Mahindra Ssangyong Rexton RX5,Hyderabad,2012,73670,Diesel,Manual,First,12.83 kmpl,2696.0,162.0,7.0,0,12.5,12,Mahindra,Ssangyong
Toyota Fortuner 4x2 AT,Delhi,2014,89540,Diesel,Automatic,First,12.55 kmpl,2982.0,168.5,7.0,0,16.8,10,Toyota,Fortuner
Maruti Ertiga ZDI,Hyderabad,2016,85423,Diesel,Manual,First,20.77 kmpl,1248.0,88.8,7.0,0,8.75,8,Maruti,Ertiga
Hyundai Elantra CRDi SX AT,Pune,2013,48823,Diesel,Automatic,First,19.5 kmpl,1582.0,126.24,5.0,0,8.5,11,Hyundai,Elantra
Hyundai i10 Magna 1.2,Kolkata,2011,35082,Petrol,Manual,First,20.36 kmpl,1197.0,78.9,5.0,0,2.21,13,Hyundai,i10
Maruti Omni MPI STD BSIV,Jaipur,2012,126000,Petrol,Manual,First,16.8 kmpl,796.0,34.2,5.0,0,1.6,12,Maruti,Omni
Honda Amaze VX AT i-Vtech,Delhi,2016,19000,Petrol,Automatic,First,15.5 kmpl,1198.0,86.7,5.0,0,6.25,8,Honda,Amaze
Honda Civic 2006-2010 1.8 V AT,Mumbai,2007,69000,Petrol,Automatic,Second,12.9 kmpl,1799.0,130.0,5.0,0,2.25,17,Honda,Civic
